num_patches,cora_avg_size,cora_std_size,cora_theoretical,cora_efficiency,pubmed_avg_size,pubmed_std_size,pubmed_theoretical,pubmed_efficiency
2,1610.0,15.0,1354.0,1.1890694239290989,10773.5,15.5,9858.5,1.0928133083126237
4,1067.0,0.7071067811865476,677.0,1.5760709010339735,5319.25,6.722164829874376,4929.25,1.0791195415124004
6,884.6666666666666,162.31724766299143,451.3333333333333,1.9601181683899558,3741.1666666666665,68.34329195726202,3286.1666666666665,1.138459197646701
8,809.75,129.17018812404044,338.5,2.3921713441654355,2935.875,146.26639865327923,2464.625,1.1912055586549677
10,777.8,179.34982575960314,270.8,2.8722304283604134,2478.7,194.45156209195133,1971.7,1.2571385099153014
15,0.0,0.0,180.53333333333333,0.0,1834.4666666666667,149.72591254986187,1314.4666666666667,1.3955977075620023
20,0.0,0.0,135.4,0.0,1492.85,216.9731031717987,985.85,1.5142770198306028
