method,embedding_dim,run_id,accuracy,embedding_time,classification_time,total_time
full_graph,2,0,0.3985239852398524,0.8423478603363037,0.008054971694946289,0.85040283203125
full_graph,2,1,0.3154981549815498,0.733222246170044,0.0055999755859375,0.7388222217559814
full_graph,2,2,0.33025830258302585,0.7340409755706787,0.008353710174560547,0.7423946857452393
full_graph,4,0,0.5055350553505535,0.776663064956665,0.011172771453857422,0.7878358364105225
full_graph,4,1,0.3966789667896679,0.7784969806671143,0.009595155715942383,0.7880921363830566
full_graph,4,2,0.47232472324723246,0.7884719371795654,0.009402036666870117,0.7978739738464355
full_graph,8,0,0.6715867158671587,0.8207049369812012,0.01916813850402832,0.8398730754852295
full_graph,8,1,0.6549815498154982,0.837040901184082,0.01637411117553711,0.8534150123596191
full_graph,8,2,0.5738007380073801,0.8202691078186035,0.016108036041259766,0.8363771438598633
full_graph,16,0,0.7158671586715867,0.9738497734069824,0.02400493621826172,0.9978547096252441
full_graph,16,1,0.7398523985239852,0.9731941223144531,0.02029705047607422,0.9934911727905273
full_graph,16,2,0.8228782287822878,0.989962100982666,0.017826080322265625,1.0077881813049316
full_graph,32,0,0.8431734317343174,1.3123738765716553,0.021252870559692383,1.3336267471313477
full_graph,32,1,0.8228782287822878,1.3638920783996582,0.022975921630859375,1.3868680000305176
full_graph,32,2,0.8228782287822878,1.3453948497772217,0.022742748260498047,1.3681375980377197
full_graph,64,0,0.8597785977859779,1.9520049095153809,0.022429943084716797,1.9744348526000977
full_graph,64,1,0.8634686346863468,1.9596788883209229,0.02519989013671875,1.9848787784576416
full_graph,64,2,0.8745387453874539,1.9727232456207275,0.025389909744262695,1.9981131553649902
full_graph,128,0,0.8874538745387454,3.7745721340179443,0.034934043884277344,3.8095061779022217
full_graph,128,1,0.8690036900369004,4.01495099067688,0.033310890197753906,4.048261880874634
full_graph,128,2,0.8708487084870848,4.030386209487915,0.03574991226196289,4.066136121749878
l2g_rademacher,2,0,0.3505535055350554,5.780332088470459,0.005219697952270508,5.7855517864227295
l2g_rademacher,2,1,0.32656826568265684,1.7599852085113525,0.004045963287353516,1.764031171798706
l2g_rademacher,2,2,0.3025830258302583,1.9481191635131836,0.005907773971557617,1.9540269374847412
l2g_rademacher,4,0,0.34870848708487084,1.9946811199188232,0.0050199031829833984,1.9997010231018066
l2g_rademacher,4,1,0.34686346863468637,2.039793014526367,0.004625082015991211,2.0444180965423584
l2g_rademacher,4,2,0.3118081180811808,1.726696252822876,0.003917217254638672,1.7306134700775146
l2g_rademacher,8,0,0.4446494464944649,2.3192319869995117,0.005391120910644531,2.3246231079101562
l2g_rademacher,8,1,0.4059040590405904,2.2970528602600098,0.005306243896484375,2.302359104156494
l2g_rademacher,8,2,0.4151291512915129,2.4781999588012695,0.00824284553527832,2.486442804336548
l2g_rademacher,16,0,0.5977859778597786,3.2921299934387207,0.007562160491943359,3.299692153930664
l2g_rademacher,16,1,0.5645756457564576,3.0857291221618652,0.006387233734130859,3.092116355895996
l2g_rademacher,16,2,0.5461254612546126,2.8112640380859375,0.007154941558837891,2.8184189796447754
l2g_rademacher,32,0,0.6715867158671587,3.8047499656677246,0.008567094802856445,3.813317060470581
l2g_rademacher,32,1,0.6826568265682657,3.7948968410491943,0.00776982307434082,3.802666664123535
l2g_rademacher,32,2,0.6623616236162362,3.493269205093384,0.0077970027923583984,3.501066207885742
l2g_rademacher,64,0,0.6900369003690037,5.544855117797852,0.007882118225097656,5.552737236022949
l2g_rademacher,64,1,0.7140221402214022,5.463317155838013,0.010221004486083984,5.473538160324097
l2g_rademacher,64,2,0.7084870848708487,6.350235223770142,0.010236024856567383,6.360471248626709
l2g_rademacher,128,0,0.6992619926199262,11.152680158615112,0.013332843780517578,11.16601300239563
l2g_rademacher,128,1,0.7269372693726938,10.588016986846924,0.01352071762084961,10.601537704467773
l2g_rademacher,128,2,0.7177121771217713,10.914818048477173,0.01489400863647461,10.929712057113647
hierarchical_l2g,2,0,0.4077490774907749,2.3387629985809326,0.0056841373443603516,2.344447135925293
hierarchical_l2g,2,1,0.3191881918819188,1.740267038345337,0.004147052764892578,1.7444140911102295
hierarchical_l2g,2,2,0.3025830258302583,1.7395119667053223,0.0040760040283203125,1.7435879707336426
hierarchical_l2g,4,0,0.47601476014760147,2.0881199836730957,0.00657200813293457,2.0946919918060303
hierarchical_l2g,4,1,0.566420664206642,2.1472651958465576,0.0059359073638916016,2.153201103210449
hierarchical_l2g,4,2,0.4114391143911439,1.9640660285949707,0.009685039520263672,1.9737510681152344
hierarchical_l2g,8,0,0.5479704797047971,2.3618459701538086,0.00851893424987793,2.3703649044036865
hierarchical_l2g,8,1,0.5350553505535055,2.3981010913848877,0.009328842163085938,2.4074299335479736
hierarchical_l2g,8,2,0.507380073800738,2.3020269870758057,0.01059722900390625,2.312624216079712
hierarchical_l2g,16,0,0.6955719557195572,2.6143410205841064,0.010022163391113281,2.6243631839752197
hierarchical_l2g,16,1,0.7103321033210332,2.676923990249634,0.01081395149230957,2.6877379417419434
hierarchical_l2g,16,2,0.7324723247232472,2.729458808898926,0.01251673698425293,2.7419755458831787
hierarchical_l2g,32,0,0.7785977859778598,3.437134027481079,0.01465606689453125,3.4517900943756104
hierarchical_l2g,32,1,0.7859778597785978,3.4782419204711914,0.012391805648803711,3.490633726119995
hierarchical_l2g,32,2,0.7896678966789668,3.4634411334991455,0.01424264907836914,3.4776837825775146
hierarchical_l2g,64,0,0.8154981549815498,4.594796895980835,0.018030643463134766,4.61282753944397
hierarchical_l2g,64,1,0.7970479704797048,4.9783899784088135,0.018970727920532227,4.997360706329346
hierarchical_l2g,64,2,0.8191881918819188,4.966021299362183,0.017503976821899414,4.983525276184082
