method,embedding_dim,run_id,accuracy,embedding_time,classification_time,total_time
full_graph,2,0,0.35977859778597787,0.7476239204406738,0.005464076995849609,0.7530879974365234
full_graph,2,1,0.46494464944649444,0.7257850170135498,0.006314992904663086,0.7321000099182129
full_graph,2,2,0.47232472324723246,0.7308940887451172,0.008037090301513672,0.7389311790466309
full_graph,4,0,0.47232472324723246,0.7694098949432373,0.010944128036499023,0.7803540229797363
full_graph,4,1,0.466789667896679,0.7612011432647705,0.011385917663574219,0.7725870609283447
full_graph,4,2,0.33579335793357934,0.7639820575714111,0.012869834899902344,0.7768518924713135
full_graph,8,0,0.6752767527675276,0.8038420677185059,0.018273115158081055,0.8221151828765869
full_graph,8,1,0.5608856088560885,0.8090219497680664,0.01696300506591797,0.8259849548339844
full_graph,8,2,0.6236162361623616,0.8159410953521729,0.020476102828979492,0.8364171981811523
full_graph,16,0,0.7509225092250923,0.9737808704376221,0.02076578140258789,0.99454665184021
full_graph,16,1,0.7619926199261993,0.9643950462341309,0.02074599266052246,0.9851410388946533
full_graph,16,2,0.8062730627306273,0.9885470867156982,0.01699090003967285,1.005537986755371
full_graph,32,0,0.8468634686346863,1.2941808700561523,0.020061969757080078,1.3142428398132324
full_graph,32,1,0.8616236162361623,1.3272991180419922,0.0206601619720459,1.347959280014038
full_graph,32,2,0.8394833948339483,1.353869915008545,0.02156805992126465,1.3754379749298096
full_graph,64,0,0.8579335793357934,1.9180316925048828,0.026335954666137695,1.9443676471710205
full_graph,64,1,0.8431734317343174,1.9021360874176025,0.023942232131958008,1.9260783195495605
full_graph,64,2,0.8671586715867159,1.8970599174499512,0.02513408660888672,1.922194004058838
full_graph,128,0,0.8708487084870848,3.6350998878479004,0.03541994094848633,3.6705198287963867
full_graph,128,1,0.8708487084870848,3.8118479251861572,0.03304600715637207,3.8448939323425293
full_graph,128,2,0.8745387453874539,3.859636068344116,0.034898996353149414,3.8945350646972656
l2g_rademacher,2,0,0.3007380073800738,5.311508893966675,0.0037729740142822266,5.315281867980957
l2g_rademacher,2,1,0.3044280442804428,1.4995770454406738,0.003701925277709961,1.5032789707183838
l2g_rademacher,2,2,0.3210332103321033,1.895050048828125,0.003971099853515625,1.8990211486816406
l2g_rademacher,4,0,0.3376383763837638,2.1281630992889404,0.004789829254150391,2.132952928543091
l2g_rademacher,4,1,0.35793357933579334,2.207016944885254,0.006947040557861328,2.2139639854431152
l2g_rademacher,4,2,0.3210332103321033,2.1240639686584473,0.00450587272644043,2.1285698413848877
l2g_rademacher,8,0,0.44095940959409596,2.3601186275482178,0.006738185882568359,2.366856813430786
l2g_rademacher,8,1,0.4261992619926199,2.2423768043518066,0.005880117416381836,2.2482569217681885
l2g_rademacher,8,2,0.44095940959409596,2.7536168098449707,0.005883932113647461,2.759500741958618
l2g_rademacher,16,0,0.5811808118081181,2.8812344074249268,0.0073490142822265625,2.8885834217071533
l2g_rademacher,16,1,0.544280442804428,3.5565130710601807,0.008175134658813477,3.564688205718994
