method,embedding_dim,sampling_strategy,run_id,accuracy,balanced_accuracy,f1_weighted,f1_macro,embedding_time,classification_time
full_graph,128,smote_enn,2,0.372,0.34641770866601956,0.46921747439441447,0.17925547578714554,1.9538359642028809,5.743173122406006
l2g_rademacher,64,none,0,0.784,0.17302142453146427,0.7394545919497824,0.1851744311026512,7.403303384780884,0.061985015869140625
l2g_rademacher,64,none,1,0.793,0.1829288775471504,0.7515021005893466,0.20178922670582675,3.214430093765259,0.05701589584350586
l2g_rademacher,64,none,2,0.795,0.17367528956496966,0.7510810194050811,0.1821242876872904,3.3763067722320557,0.0691080093383789
l2g_rademacher,64,class_weight,0,0.529,0.20159172375358939,0.6090894087013666,0.17333842170485192,3.261988878250122,0.12140107154846191
l2g_rademacher,64,class_weight,1,0.549,0.27486574945753567,0.6198730314638573,0.19834328827297476,3.1409671306610107,0.21569514274597168
l2g_rademacher,64,class_weight,2,0.563,0.209660826191411,0.6341326429019176,0.18680623313394598,3.3537888526916504,0.10730814933776855
l2g_rademacher,64,ros,0,0.39,0.22478384821334993,0.4862618321967666,0.15400842536988957,3.200734853744507,1.0569031238555908
l2g_rademacher,64,ros,1,0.397,0.22079165622162364,0.491409853463433,0.1635358035884256,2.974226713180542,1.0156030654907227
l2g_rademacher,64,ros,2,0.416,0.26877178664226675,0.5067294094453,0.1874604412705155,3.0384011268615723,1.3015367984771729
l2g_rademacher,64,smote,0,0.364,0.22329931129523894,0.4655088036166251,0.16329588948506787,4.575285911560059,1.0104758739471436
l2g_rademacher,64,smote,1,0.377,0.21328352127727232,0.47676260729214937,0.16511346578923752,3.773815631866455,1.0119788646697998
l2g_rademacher,64,smote,2,0.338,0.24435982195143985,0.43581146201163523,0.1497894606267786,3.4102790355682373,1.031944990158081
l2g_rademacher,64,borderline_smote,0,0.455,0.22057478006819384,0.5338925976599089,0.1656086877977374,3.7462856769561768,0.426544189453125
l2g_rademacher,64,borderline_smote,1,0.474,0.21093088535107185,0.5542816599357908,0.16356197966900562,3.4708681106567383,0.7314987182617188
l2g_rademacher,64,borderline_smote,2,0.502,0.22167419545202185,0.5822012789384475,0.17316483867142188,5.653668642044067,0.5639290809631348
l2g_rademacher,64,adasyn,0,0.312,0.21902588229202255,0.4064065141321,0.14543410080353927,3.0639560222625732,1.0547881126403809
l2g_rademacher,64,adasyn,1,0.338,0.1667003384229543,0.4379951827042537,0.13967017149875413,5.763944149017334,1.1060152053833008
l2g_rademacher,64,adasyn,2,0.296,0.19124102373424387,0.377020058030202,0.14522853183712228,5.04352879524231,1.2956159114837646
l2g_rademacher,64,rus,0,0.132,0.08300165716602592,0.18322644653459183,0.0651524941131448,3.3722259998321533,0.019872665405273438
l2g_rademacher,64,rus,1,0.157,0.14615867844733302,0.21467817947450646,0.07341896770365147,3.425696849822998,0.0191500186920166
l2g_rademacher,64,rus,2,0.197,0.0886321706908234,0.274639399084019,0.08022498897889288,4.067360162734985,0.022984981536865234
l2g_rademacher,64,smote_tomek,0,0.347,0.25864459588882555,0.44679221097553046,0.15072362953185006,3.618170738220215,1.7467749118804932
l2g_rademacher,64,smote_tomek,1,0.364,0.23558715324984084,0.4584423595650566,0.16818023819042438,3.7939460277557373,1.589906930923462
l2g_rademacher,64,smote_tomek,2,0.358,0.1670533766308819,0.4641790582783397,0.15094459410639313,2.9085750579833984,1.573720932006836
l2g_rademacher,64,smote_enn,0,0.275,0.16084403118568674,0.36973810566353554,0.12447279812731625,3.3878071308135986,1.9187290668487549
l2g_rademacher,64,smote_enn,1,0.33,0.2561692671036884,0.4210990285066567,0.15723351114097672,4.056945085525513,2.040856122970581
l2g_rademacher,64,smote_enn,2,0.337,0.22153580072079054,0.43529013602662037,0.1553145509059233,3.4521639347076416,1.762552261352539
l2g_rademacher,128,none,0,0.795,0.18426000456527747,0.7547757566536376,0.19711617889253719,4.585831880569458,0.08018827438354492
l2g_rademacher,128,none,1,0.789,0.18549444334120835,0.7464285137718488,0.19985134184928485,6.361734867095947,0.09340810775756836
l2g_rademacher,128,none,2,0.787,0.16923163176632186,0.7423080492962872,0.1759418261205786,5.1099042892456055,0.1132967472076416
l2g_rademacher,128,class_weight,0,0.577,0.19808807819048121,0.6430950288997417,0.18303831608095866,4.9557130336761475,0.19226813316345215
l2g_rademacher,128,class_weight,1,0.566,0.19795127818921462,0.6356471962105363,0.18289540608213686,4.86186408996582,0.19711804389953613
l2g_rademacher,128,class_weight,2,0.577,0.22786540337757666,0.6509141335872171,0.20026516916295026,5.467366933822632,0.22332501411437988
l2g_rademacher,128,ros,0,0.444,0.24373373540469415,0.5351811199829843,0.17804726130458862,4.45743989944458,3.7849700450897217
l2g_rademacher,128,ros,1,0.444,0.23770602099200408,0.5418639248498148,0.17757529676539172,6.296899795532227,3.377606153488159
l2g_rademacher,128,ros,2,0.433,0.2641069286765816,0.5273007848549378,0.17959530186424358,4.631854057312012,4.038227796554565
l2g_rademacher,128,smote,0,0.419,0.24928464308844991,0.5212777854803116,0.17226714508744595,4.589301109313965,2.7312419414520264
l2g_rademacher,128,smote,1,0.411,0.21873946555816334,0.5118577887801735,0.17413235797835924,5.678956031799316,2.6311020851135254
l2g_rademacher,128,smote,2,0.37,0.22328791179730992,0.46771689750869333,0.15524151795574562,5.404772996902466,3.164422035217285
l2g_rademacher,128,borderline_smote,0,0.539,0.22538938761498306,0.6085170725605837,0.18778140149883268,4.783026933670044,1.65934419631958
l2g_rademacher,128,borderline_smote,1,0.525,0.20805061129461827,0.5968848444545443,0.17442310506767633,4.57351016998291,1.4956352710723877
l2g_rademacher,128,borderline_smote,2,0.536,0.21537995597329118,0.5981736462743248,0.18300332669499564,5.807088136672974,1.654292345046997
l2g_rademacher,128,adasyn,0,0.429,0.19414737170779545,0.5265147762033315,0.1637563771477354,5.379536151885986,2.5541749000549316
l2g_rademacher,128,adasyn,1,0.395,0.17286107391307143,0.4974447143476555,0.1540998870340884,5.08196496963501,2.8555080890655518
l2g_rademacher,128,adasyn,2,0.34,0.24288457018556953,0.42980174305977353,0.15688126886599887,5.266019105911255,3.6898481845855713
l2g_rademacher,128,rus,0,0.175,0.11389264621913875,0.247191399682111,0.07725491198962706,5.833069086074829,0.020246028900146484
l2g_rademacher,128,rus,1,0.156,0.1316204722810047,0.2111150339136525,0.07229598764823007,6.113465070724487,0.020689725875854492
l2g_rademacher,128,rus,2,0.161,0.10483190469687748,0.2194231038393722,0.06873962502215344,5.361895799636841,0.0188140869140625
l2g_rademacher,128,smote_tomek,0,0.408,0.22737970922019227,0.5102687994720893,0.16858310822184272,6.089577913284302,4.244378089904785
l2g_rademacher,128,smote_tomek,1,0.423,0.23432482149090747,0.5251921172184995,0.19171316688659212,7.779232025146484,4.437916040420532
l2g_rademacher,128,smote_tomek,2,0.429,0.20199765128214617,0.5304915281828024,0.17231533461957538,7.138637065887451,3.69510817527771
l2g_rademacher,128,smote_enn,0,0.36,0.21507128533334188,0.46116021091487264,0.1626170273152006,6.124913930892944,4.953212022781372
l2g_rademacher,128,smote_enn,1,0.338,0.1980038462081866,0.4303813053373659,0.15340693723065266,6.349289894104004,4.770018100738525
l2g_rademacher,128,smote_enn,2,0.342,0.2271041351161724,0.430241947243459,0.155661542601208,6.137819290161133,4.024535894393921
hierarchical_l2g,64,none,0,0.698,0.09824657303843241,0.5821309523809522,0.08874458874458874,6.362885236740112,0.05856800079345703
hierarchical_l2g,64,none,1,0.697,0.09811482073276707,0.5819159285387285,0.08869227783604944,7.280133962631226,0.05672502517700195
hierarchical_l2g,64,none,2,0.698,0.09859837972696438,0.5834099557215996,0.08953345792102628,6.789115905761719,0.06491780281066895
hierarchical_l2g,64,class_weight,0,0.08,0.09611668736117776,0.11852466614067388,0.030236669869847056,6.142061948776245,0.12461686134338379
hierarchical_l2g,64,class_weight,1,0.083,0.09616013758964187,0.1236036114528519,0.030459237671349795,6.054574012756348,0.12579584121704102
hierarchical_l2g,64,class_weight,2,0.077,0.09431420369005394,0.11269541707768368,0.026563618357598153,6.039777994155884,0.2311251163482666
hierarchical_l2g,64,ros,0,0.061,0.14021498592454956,0.08436876975717558,0.029841626496201316,6.503477096557617,0.8179211616516113
hierarchical_l2g,64,ros,1,0.06,0.095464053847068,0.08485680235931964,0.0288217756450014,6.2586469650268555,0.7058770656585693
hierarchical_l2g,64,ros,2,0.068,0.09546265222679497,0.09804871531461264,0.027876890473695945,5.928546905517578,1.0032129287719727
hierarchical_l2g,64,smote,0,0.079,0.09598493505551241,0.11712753516707229,0.03020029008457166,5.804567813873291,0.6304559707641602
hierarchical_l2g,64,smote,1,0.069,0.09524259784392837,0.10000658375620491,0.028701802719010197,6.987447023391724,0.7052068710327148
hierarchical_l2g,64,smote,2,0.058,0.0952005492357373,0.08067232611181652,0.028193747801162794,8.872868061065674,0.6898581981658936
hierarchical_l2g,64,borderline_smote,0,0.063,0.11020956504789305,0.10750263479023008,0.03285152845502501,6.062930107116699,0.37699103355407715
hierarchical_l2g,64,borderline_smote,1,0.106,0.1134056178244376,0.17130123083706222,0.03892010020073301,5.906248092651367,0.3549349308013916
hierarchical_l2g,64,borderline_smote,2,0.071,0.1047010343957615,0.11709490576627674,0.025097953122146674,6.780649900436401,0.526695966720581
hierarchical_l2g,64,adasyn,0,0.06,0.10022744404706944,0.0805207246436124,0.029205768323887063,9.386091947555542,1.2153661251068115
hierarchical_l2g,64,adasyn,1,0.071,0.09387549654459378,0.1039156684477778,0.026640953695404788,7.632739782333374,0.8568031787872314
hierarchical_l2g,64,adasyn,2,0.071,0.09457910992165766,0.10386468881144549,0.027378038090999892,8.343066215515137,1.0984578132629395
hierarchical_l2g,64,rus,0,0.157,0.1523398257688213,0.058422415561765056,0.03756660284724653,9.08566927909851,0.0255739688873291
hierarchical_l2g,64,rus,1,0.157,0.1523398257688213,0.05847080788199508,0.0372493856304823,8.982431650161743,0.027438879013061523
hierarchical_l2g,64,rus,2,0.156,0.122036795465791,0.05837034330871874,0.033197423123579366,12.380364894866943,0.03178691864013672
hierarchical_l2g,64,smote_tomek,0,0.055,0.09749131829500236,0.07466851904182298,0.03152364574853628,8.405460119247437,1.5168139934539795
hierarchical_l2g,64,smote_tomek,1,0.077,0.09536962375564978,0.11380848999110615,0.028720539447143013,6.432199954986572,1.5325171947479248
hierarchical_l2g,64,smote_tomek,2,0.071,0.09924754849711602,0.10356065131352296,0.03479365339281566,7.7336108684539795,1.4007620811462402
hierarchical_l2g,64,smote_enn,0,0.036,0.06215256930034376,0.06592792496163667,0.02685069170017225,7.018167018890381,1.396169900894165
hierarchical_l2g,64,smote_enn,1,0.043,0.05727160597650884,0.07927165126089904,0.019995566701261343,5.219696044921875,1.3223211765289307
hierarchical_l2g,64,smote_enn,2,0.044,0.10281445350825556,0.07571230631646081,0.021505635060627772,6.9357078075408936,1.5246930122375488
hierarchical_l2g,128,none,0,0.697,0.09846662742129904,0.5828486927086763,0.08943265284416811,8.353298902511597,0.07933807373046875
hierarchical_l2g,128,none,1,0.697,0.09846662742129904,0.583262432012432,0.08951402133220315,8.333861112594604,0.07958984375
hierarchical_l2g,128,none,2,0.697,0.09811482073276707,0.5812413584723228,0.08860340167446766,12.357125043869019,0.09380006790161133
hierarchical_l2g,128,class_weight,0,0.08,0.09541307398411387,0.11895514612367213,0.028783762781810475,7.253316879272461,0.15406012535095215
hierarchical_l2g,128,class_weight,1,0.089,0.09963667739989508,0.1330697507281105,0.036439858071228556,7.525692939758301,0.14786601066589355
hierarchical_l2g,128,class_weight,2,0.087,0.09809437356643103,0.13046536124285563,0.033780695868220134,7.22573709487915,0.15298104286193848
hierarchical_l2g,128,ros,0,0.056,0.09423343124734272,0.07739391277033959,0.027426047969814082,8.029206991195679,2.3970108032226562
hierarchical_l2g,128,ros,1,0.08,0.09809909996037498,0.11949120857489907,0.03362836597057608,8.038762092590332,1.7413787841796875
hierarchical_l2g,128,ros,2,0.058,0.09449693585867341,0.08088669545184857,0.025848370558603104,8.067499160766602,1.7337968349456787
hierarchical_l2g,128,smote,0,0.055,0.09573228485234267,0.07495416512481397,0.028529245973138165,7.6596999168396,1.4451167583465576
hierarchical_l2g,128,smote,1,0.07,0.09515097099305621,0.10152623802369512,0.028618033935214716,7.59965705871582,1.4080140590667725
hierarchical_l2g,128,smote,2,0.065,0.09449220946472946,0.09303260749275787,0.027623367746402606,7.593693256378174,1.3317172527313232
hierarchical_l2g,128,borderline_smote,0,0.084,0.11412008560966243,0.1364733617172366,0.03670976538436191,7.544435977935791,0.7384779453277588
hierarchical_l2g,128,borderline_smote,1,0.085,0.11543568551291807,0.13864555606768192,0.039399832364528105,7.528449058532715,0.6121270656585693
hierarchical_l2g,128,borderline_smote,2,0.098,0.11133630476831216,0.1623180013927451,0.03495659729917253,7.951401948928833,0.800966739654541
hierarchical_l2g,128,adasyn,0,0.065,0.10123801226392813,0.09025798978988572,0.03326563072058124,7.760290861129761,1.7173302173614502
hierarchical_l2g,128,adasyn,1,0.064,0.13862783024234837,0.09008928666857413,0.02879843179913333,7.889577865600586,1.5421741008758545
hierarchical_l2g,128,adasyn,2,0.068,0.13985845284207368,0.09709380802293727,0.03135375739625609,7.867763996124268,1.7199652194976807
hierarchical_l2g,128,rus,0,0.02,0.11871495541869657,0.0027661140173455443,0.009614806748707329,7.642284154891968,0.023415088653564453
hierarchical_l2g,128,rus,1,0.583,0.1241167999509759,0.5275541457566634,0.0748742611798818,7.550837993621826,0.021953105926513672
hierarchical_l2g,128,rus,2,0.155,0.12502224664735692,0.06219938168389653,0.03677064002809914,8.642239093780518,0.02512192726135254
hierarchical_l2g,128,smote_tomek,0,0.068,0.10153831755638108,0.09849968107457377,0.03872033530747072,7.849604845046997,2.529778242111206
hierarchical_l2g,128,smote_tomek,1,0.066,0.1425043533635416,0.09250956340460281,0.03383320311025314,9.306160926818848,2.87109112739563
hierarchical_l2g,128,smote_tomek,2,0.072,0.09576628229291885,0.10517577111052198,0.029625202766157262,9.37877368927002,2.539198160171509
hierarchical_l2g,128,smote_enn,0,0.031,0.14805507259415138,0.04960495297757604,0.022590360877907945,8.997379064559937,2.837338924407959
hierarchical_l2g,128,smote_enn,1,0.035,0.10290748197940075,0.05885409028859771,0.020197427778332482,9.24599575996399,2.9257960319519043
hierarchical_l2g,128,smote_enn,2,0.034,0.05771644113618599,0.06241483494069849,0.020437506671616777,8.817188739776611,2.959289073944092
