method,embedding_dim,run_id,accuracy,embedding_time,classification_time,total_time
geo_rademacher,16,0,0.4974645030425964,17.374109268188477,0.025358915328979492,17.399468183517456
geo_rademacher,16,1,0.5,19.916032075881958,0.0437779426574707,19.95981001853943
geo_rademacher,16,2,0.49137931034482757,22.247899055480957,0.03186678886413574,22.279765844345093
geo_rademacher,32,0,0.5646551724137931,33.481220960617065,0.03783011436462402,33.51905107498169
geo_rademacher,32,1,0.5613590263691683,27.368563175201416,0.036269187927246094,27.404832363128662
geo_rademacher,32,2,0.5796146044624746,32.98590278625488,0.03563976287841797,33.0215425491333
geo_rademacher,64,0,0.6485801217038539,43.990926027297974,0.05459785461425781,44.04552388191223
geo_rademacher,64,1,0.6488336713995944,46.22138714790344,0.0748598575592041,46.29624700546265
geo_rademacher,64,2,0.6561866125760649,47.468589067459106,0.07757711410522461,47.54616618156433
geo_rademacher,128,0,0.7345334685598377,73.45496010780334,0.19475197792053223,73.64971208572388
geo_rademacher,128,1,0.7071501014198783,79.09602403640747,0.15277719497680664,79.24880123138428
geo_rademacher,128,2,0.7223630831643002,79.85159015655518,0.15613698959350586,80.00772714614868
