method,embedding_dim,run_id,accuracy,embedding_time,classification_time,total_time
full_graph,4,0,0.4243542435424354,0.8380627632141113,0.0083992481231689,0.8464620113372803
full_graph,4,1,0.4298892988929889,0.7789492607116699,0.0091838836669921,0.7881331443786621
full_graph,4,2,0.4833948339483395,0.7683796882629395,0.013545274734497,0.7819249629974365
full_graph,8,0,0.7269372693726938,0.8125689029693604,0.0150771141052246,0.827646017074585
full_graph,8,1,0.6549815498154982,0.8183128833770752,0.0177838802337646,0.8360967636108398
full_graph,8,2,0.6199261992619927,0.8064579963684082,0.0152511596679687,0.821709156036377
full_graph,16,0,0.7084870848708487,0.9760098457336426,0.0241217613220214,1.000131607055664
full_graph,16,1,0.7693726937269373,0.966541051864624,0.022097110748291,0.988638162612915
full_graph,16,2,0.7084870848708487,0.984691858291626,0.0255699157714843,1.0102617740631104
full_graph,32,0,0.8487084870848709,1.31213116645813,0.0200240612030029,1.3321552276611328
full_graph,32,1,0.8173431734317343,1.337433099746704,0.022331953048706,1.3597650527954102
full_graph,32,2,0.8523985239852399,1.3372292518615725,0.0196099281311035,1.3568391799926758
full_graph,64,0,0.8690036900369004,1.9267778396606443,0.024033784866333,1.9508116245269775
full_graph,64,1,0.8597785977859779,1.9332261085510256,0.0229249000549316,1.956151008605957
full_graph,64,2,0.8560885608856088,1.967939853668213,0.0250182151794433,1.992958068847656
full_graph,128,0,0.8560885608856088,3.613346099853515,0.040391206741333,3.6537373065948486
full_graph,128,1,0.8800738007380073,3.740812778472901,0.0323131084442138,3.7731258869171143
full_graph,128,2,0.8800738007380073,3.871612787246704,0.035053014755249,3.906665802001953
l2g_rademacher,4,0,0.3376383763837638,5.89989709854126,0.004115343093872,5.904012441635132
l2g_rademacher,4,1,0.3505535055350554,2.005281686782837,0.0047061443328857,2.0099878311157227
l2g_rademacher,4,2,0.3302583025830258,2.1586079597473145,0.0047309398651123,2.1633388996124268
l2g_rademacher,8,0,0.4225092250922509,2.245985984802246,0.0060021877288818,2.251988172531128
l2g_rademacher,8,1,0.4188191881918819,2.37563419342041,0.0053229331970214,2.3809571266174316
l2g_rademacher,8,2,0.3819188191881918,2.1939141750335693,0.0058920383453369,2.1998062133789062
l2g_rademacher,16,0,0.5959409594095941,2.735197067260742,0.0070888996124267,2.742285966873169
